gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgMonthlyCharge,ChargePerService,TenureGroup_Loyal,TenureGroup_Mature,TenureGroup_New
0,0,1,1,72,1,0,1,1,1,1,1,1,1,83.7,6096.9,0,False,False,False,True,False,False,False,83.51917808219177,7.609090909090909,True,False,False
0,0,0,0,2,1,0,0,0,1,0,0,0,1,75.8,160.75,1,True,False,False,False,False,True,False,53.583333333333336,18.95,False,False,True
1,0,1,0,28,1,1,0,1,1,0,1,0,0,96.6,2684.35,0,True,False,False,False,True,False,False,92.56379310344828,12.075,False,True,False
1,1,1,0,29,1,1,0,0,1,0,1,1,1,98.5,3004.15,1,True,False,False,False,False,True,False,100.13833333333334,10.944444444444445,False,True,False
1,0,1,1,70,1,0,1,1,1,1,1,0,1,101.1,6994.8,0,True,False,False,True,True,False,False,98.51830985915493,9.19090909090909,True,False,False
0,0,0,0,13,1,0,0,0,0,0,0,0,0,20.2,273.25,0,False,True,True,False,False,False,True,19.517857142857142,10.1,False,False,False
0,1,1,0,59,1,1,1,1,1,1,0,0,1,94.05,5483.9,0,True,False,True,False,False,True,False,91.39833333333333,10.45,True,False,False
1,1,1,0,13,1,1,0,0,0,0,1,1,1,95.25,1233.65,1,True,False,False,False,False,True,False,88.11785714285715,11.90625,False,False,False
1,1,1,0,7,1,1,0,0,0,0,0,0,1,74.4,527.9,1,True,False,False,False,False,False,True,65.9875,12.4,False,False,True
0,0,1,0,62,1,0,1,0,1,1,1,1,0,81.0,4985.9,0,False,False,False,True,False,False,True,79.14126984126983,10.125,True,False,False
0,0,0,0,21,1,0,1,0,1,1,0,0,1,60.25,1258.35,0,False,False,True,False,False,True,False,57.19772727272727,10.041666666666666,False,False,False
0,0,0,0,2,1,0,0,0,1,0,0,1,0,60.85,111.4,0,False,False,False,False,False,True,False,37.13333333333333,15.2125,False,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,0,43.95,43.95,0,False,False,False,False,True,False,False,21.975,21.975,False,False,True
1,0,0,0,4,1,0,0,0,1,0,0,1,0,86.05,308.1,0,True,False,False,False,False,True,False,61.620000000000005,17.21,False,False,True
0,0,0,0,19,1,0,0,0,0,0,0,0,0,20.25,383.65,0,False,True,True,False,True,False,False,19.182499999999997,10.125,False,False,False
0,0,0,0,30,1,0,0,0,0,1,1,0,0,85.15,2555.9,1,True,False,False,False,False,True,False,82.4483870967742,21.2875,False,True,False
1,0,1,1,67,1,0,0,0,0,0,0,0,1,19.4,1284.2,0,False,True,False,True,True,False,False,18.88529411764706,3.233333333333333,True,False,False
1,1,1,0,72,1,1,1,1,1,0,0,1,1,102.65,7550.3,0,True,False,False,True,True,False,False,103.42876712328767,10.265,True,False,False
1,0,1,0,53,1,0,0,0,0,0,0,0,0,19.9,1110.05,0,False,True,False,True,True,False,False,20.55648148148148,4.975,True,False,False
0,0,0,0,5,1,0,0,0,0,0,0,0,0,19.55,99.6,0,False,True,True,False,False,True,False,16.599999999999998,9.775,False,False,True
1,1,1,0,71,1,0,0,1,1,1,0,1,1,95.5,6707.15,0,True,False,False,True,True,False,False,93.1548611111111,10.61111111111111,True,False,False
0,0,1,1,50,1,1,0,1,1,1,1,1,1,84.15,4164.4,0,False,False,True,False,True,False,False,81.6549019607843,7.65,True,False,False
1,0,1,1,56,1,1,0,0,1,1,1,1,1,103.2,5873.75,0,True,False,False,True,False,True,False,103.04824561403508,9.381818181818183,True,False,False
1,0,0,0,2,1,0,0,0,0,1,0,0,1,50.2,109.25,0,False,False,False,False,True,False,False,36.416666666666664,10.040000000000001,False,False,True
0,1,0,0,2,1,1,0,0,1,0,0,1,1,88.55,179.25,1,True,False,False,False,False,True,False,59.75,14.758333333333333,False,False,True
1,0,1,1,24,1,1,1,0,0,0,0,0,0,54.75,1338.15,1,False,False,False,False,False,True,False,53.526,7.821428571428571,False,False,False
1,0,1,1,46,1,0,0,0,0,0,0,0,0,19.95,862.4,0,False,True,False,True,True,False,False,18.348936170212767,3.9899999999999998,False,True,False
1,0,1,0,71,1,1,1,1,1,1,1,1,1,116.25,8564.75,0,True,False,False,True,False,True,False,118.95486111111111,9.6875,True,False,False
0,0,0,0,29,0,0,0,0,0,1,0,0,1,31.2,926.2,0,False,False,False,False,False,True,False,30.873333333333335,10.4,False,True,False
1,0,1,1,69,1,1,0,0,0,0,0,0,0,24.45,1718.2,0,False,True,False,True,False,False,False,24.545714285714286,4.075,True,False,False
1,0,1,0,71,1,1,0,1,1,1,1,1,0,84.2,5956.85,0,False,False,False,True,True,False,False,82.73402777777778,8.42,True,False,False
0,1,0,0,1,1,0,0,0,0,0,1,1,1,91.3,91.3,1,True,False,False,False,False,True,False,45.65,18.259999999999998,False,False,True
1,1,1,0,56,1,0,1,1,1,1,1,1,1,85.65,4824.45,0,False,False,False,True,False,False,False,84.63947368421053,7.786363636363637,True,False,False
1,0,0,1,56,1,0,0,0,0,0,0,0,1,21.2,1238.65,0,False,True,True,False,False,False,True,21.730701754385965,4.24,True,False,False
1,0,0,0,1,1,0,0,0,0,0,1,0,1,79.5,79.5,1,True,False,False,False,False,True,False,39.75,15.9,False,False,True
0,0,1,0,28,1,1,0,0,0,0,0,0,0,25.55,672.2,0,False,True,True,False,False,False,True,23.179310344827588,6.3875,False,True,False
0,0,1,1,19,1,0,0,0,0,0,0,0,0,20.2,382.2,0,False,True,False,False,False,False,True,19.11,5.05,False,False,False
1,0,1,0,66,1,1,0,0,0,1,0,1,0,63.85,4264.6,0,False,False,False,False,False,True,False,63.650746268656725,9.121428571428572,True,False,False
0,0,1,1,17,1,1,0,0,1,1,0,0,1,61.95,1070.7,0,False,False,True,False,False,False,True,59.483333333333334,7.74375,False,False,False
1,0,1,1,52,1,1,0,0,0,0,0,0,0,25.75,1345.85,0,False,True,False,True,False,False,True,25.393396226415092,4.291666666666667,True,False,False
0,0,0,0,19,1,0,0,1,0,0,1,0,0,58.2,1045.25,0,False,False,True,False,False,True,False,52.2625,14.55,False,False,False
0,0,0,0,36,1,0,1,1,1,1,1,1,0,85.85,3003.55,0,False,False,True,False,False,False,False,81.17702702702704,10.73125,False,True,False
1,1,1,0,7,1,0,0,0,0,0,0,0,1,70.1,467.55,1,True,False,False,False,False,False,True,58.44375,14.02,False,False,True
1,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7537.5,0,True,False,True,False,True,False,False,103.25342465753425,8.741666666666667,True,False,False
1,0,1,1,67,1,1,1,1,1,0,1,1,1,111.3,7482.1,1,True,False,True,False,False,True,False,110.03088235294118,9.275,True,False,False
1,1,0,0,34,1,0,0,1,1,0,1,1,1,99.85,3343.15,0,True,False,True,False,False,True,False,95.51857142857143,12.48125,False,True,False
1,1,1,0,57,1,1,0,1,1,0,0,1,1,95.25,5427.05,1,True,False,False,False,False,False,False,93.5698275862069,10.583333333333334,True,False,False
0,0,1,0,7,1,0,0,0,1,0,1,0,1,86.25,587.1,1,True,False,False,False,False,True,False,73.3875,14.375,False,False,True
0,1,1,0,1,1,1,0,0,1,0,1,1,1,100.8,100.8,1,True,False,False,False,False,True,False,50.4,12.6,False,False,True
1,0,1,0,8,1,0,0,0,0,0,0,0,1,19.55,161.15,0,False,True,False,False,False,False,False,17.905555555555555,3.91,False,False,True
0,0,0,0,69,1,1,0,0,1,1,1,1,0,104.0,7028.5,0,True,False,False,True,False,True,False,100.40714285714286,14.857142857142858,True,False,False
0,0,1,0,50,1,1,1,0,1,0,1,1,1,104.4,5232.9,0,True,False,True,False,False,False,True,102.60588235294117,11.600000000000001,True,False,False
1,0,0,0,10,1,0,0,0,0,0,0,0,0,19.5,225.85,0,False,True,True,False,False,False,True,20.53181818181818,6.5,False,False,True
0,0,1,1,12,1,1,0,0,0,0,0,0,0,25.25,274.7,0,False,True,False,True,True,False,False,21.13076923076923,5.05,False,False,True
0,0,0,0,14,1,0,0,1,0,0,0,1,1,86.3,1180.95,1,True,False,False,False,False,True,False,78.73,17.259999999999998,False,False,False
0,0,1,0,70,0,0,1,0,1,1,0,1,1,49.85,3370.2,0,False,False,False,True,False,False,False,47.46760563380281,7.121428571428572,True,False,False
0,1,0,0,64,1,1,1,0,1,1,1,1,1,108.95,7111.3,0,True,False,False,False,False,False,False,109.40461538461538,12.105555555555556,True,False,False
0,0,1,1,66,1,1,1,1,1,1,1,1,0,89.9,5958.85,0,False,False,False,True,True,False,False,88.93805970149255,8.172727272727274,True,False,False
0,0,1,1,71,1,0,1,0,1,1,1,1,1,82.0,5999.85,0,False,False,False,True,True,False,False,83.33125000000001,8.2,True,False,False
1,1,0,0,20,1,0,0,0,0,0,1,1,0,89.95,1648.45,0,True,False,False,False,False,True,False,78.49761904761905,17.990000000000002,False,False,False
1,0,1,0,72,1,0,1,1,0,1,1,1,1,79.35,5753.25,0,False,False,False,True,False,False,False,78.81164383561644,7.935,True,False,False
0,0,1,1,71,1,0,1,1,1,1,0,0,0,64.05,4492.9,0,False,False,False,True,True,False,False,62.40138888888888,8.00625,True,False,False
1,0,1,1,38,1,1,0,0,1,0,1,1,1,101.15,3956.7,0,True,False,False,False,True,False,False,101.45384615384614,10.115,False,True,False
0,0,0,0,28,1,1,0,1,0,0,0,1,1,89.95,2625.55,1,True,False,False,False,False,True,False,90.53620689655173,14.991666666666667,False,True,False
1,1,1,0,17,1,0,0,1,0,0,0,0,1,76.45,1233.4,1,True,False,False,False,False,True,False,68.52222222222223,12.741666666666667,False,False,False
1,0,0,0,33,0,0,0,1,0,0,1,0,1,39.1,1309.0,0,False,False,True,False,False,True,False,38.5,7.82,False,True,False
0,0,1,1,23,0,0,1,0,0,1,0,0,0,34.6,813.45,0,False,False,False,True,False,False,True,33.893750000000004,6.92,False,False,False
1,0,1,1,58,1,0,0,0,0,0,0,0,1,19.55,1108.8,0,False,True,True,False,False,True,False,18.79322033898305,3.2583333333333333,True,False,False
0,1,1,0,70,1,1,0,1,0,1,1,1,1,104.45,7349.35,0,True,False,False,True,False,False,False,103.51197183098591,11.605555555555556,True,False,False
1,0,1,0,4,1,0,0,0,0,0,0,0,0,70.5,294.2,0,True,False,False,False,False,True,False,58.839999999999996,17.625,False,False,True
1,0,1,1,45,1,0,0,0,0,0,0,0,0,20.35,929.2,0,False,True,False,True,False,False,True,20.2,4.07,False,True,False
1,0,0,0,10,1,0,0,0,0,0,0,0,1,70.0,740.0,1,True,False,False,False,False,True,False,67.27272727272727,17.5,False,False,True
1,0,1,1,36,1,0,0,0,0,0,0,0,0,19.45,754.5,0,False,True,False,True,True,False,False,20.39189189189189,3.8899999999999997,False,True,False
1,0,0,0,54,1,0,1,1,0,1,1,0,1,69.9,3883.3,0,False,False,False,False,False,False,True,70.60545454545455,8.7375,True,False,False
1,0,1,1,23,1,1,0,1,0,1,0,0,0,59.7,1414.2,0,False,False,False,True,False,False,True,58.925000000000004,7.4625,False,False,False
0,0,1,1,41,1,1,1,1,1,0,1,0,1,78.35,3211.2,0,False,False,True,False,True,False,False,76.45714285714286,7.834999999999999,False,True,False
1,1,0,0,5,1,0,0,0,0,0,0,0,1,71.45,371.6,0,True,False,False,False,False,False,True,61.93333333333334,17.8625,False,False,True
1,0,1,1,27,0,0,0,1,1,0,0,1,1,45.85,1246.4,0,False,False,True,False,True,False,False,44.51428571428572,5.73125,False,True,False
0,0,0,0,1,1,0,0,0,0,1,1,1,1,95.85,95.85,0,True,False,False,False,False,True,False,47.925,15.975,False,False,True
0,0,1,1,67,0,0,1,0,0,1,0,0,0,35.7,2545.7,0,False,False,False,True,True,False,False,37.436764705882354,7.140000000000001,True,False,False
0,1,1,1,72,1,1,1,1,1,1,1,1,1,89.55,6448.85,0,False,False,False,True,True,False,False,88.34041095890412,7.4624999999999995,True,False,False
0,0,1,1,56,1,1,0,0,0,0,0,0,1,24.95,1468.9,0,False,True,False,True,True,False,False,25.770175438596493,4.158333333333333,True,False,False
1,0,1,1,44,1,1,0,0,0,0,0,0,0,24.85,1013.6,0,False,True,True,False,False,True,False,22.524444444444445,4.141666666666667,False,True,False
0,1,1,0,66,1,1,0,1,0,0,1,1,1,100.8,6690.75,0,True,False,False,False,False,True,False,99.86194029850746,12.6,True,False,False
0,0,0,0,34,1,1,1,1,0,1,0,0,1,64.4,2088.75,1,False,False,True,False,False,False,True,59.67857142857143,9.200000000000001,False,True,False
0,0,1,0,69,1,1,0,0,1,1,1,1,0,105.35,7240.65,0,True,False,False,True,False,False,False,103.43785714285714,13.16875,True,False,False
0,0,1,1,1,1,1,1,0,1,0,1,1,1,102.45,102.45,1,True,False,False,False,False,True,False,51.225,10.245000000000001,False,False,True
0,0,0,0,40,1,0,0,0,0,0,0,0,0,19.65,830.25,0,False,True,False,True,True,False,False,20.25,9.825,False,True,False
1,0,1,1,30,1,1,1,0,0,0,0,0,1,54.45,1588.7,0,False,False,False,False,False,False,False,51.248387096774195,6.80625,False,True,False
0,0,0,0,11,1,0,0,0,0,1,1,1,0,70.5,829.3,0,False,False,False,False,False,False,True,69.10833333333333,14.1,False,False,True
0,0,0,0,15,1,0,0,0,0,0,0,0,0,20.1,302.45,0,False,True,True,False,True,False,False,18.903125,10.05,False,False,False
1,0,0,0,11,1,0,0,0,1,0,1,1,1,69.35,712.25,0,False,False,False,False,False,True,False,59.354166666666664,9.907142857142857,False,False,True
0,0,1,1,64,1,0,0,0,0,0,0,0,0,19.8,1336.65,0,False,True,True,False,False,False,False,20.563846153846157,4.95,True,False,False
1,1,1,0,72,1,0,1,1,1,1,1,0,0,74.4,5360.75,0,False,False,False,True,False,False,False,73.43493150684931,8.266666666666667,True,False,False
1,1,1,0,72,1,1,1,1,1,1,0,0,1,93.05,6735.05,0,True,False,False,True,False,False,False,92.26095890410959,9.305,True,False,False
0,0,0,1,1,1,0,1,0,0,0,0,0,0,51.2,51.2,0,False,False,False,False,False,False,True,25.6,12.8,False,False,True
0,0,0,1,15,1,0,1,1,1,1,0,0,0,65.6,1010.0,0,False,False,True,False,True,False,False,63.125,9.37142857142857,False,False,False
0,0,0,0,60,1,1,0,0,1,1,1,1,0,80.55,4847.05,0,False,False,True,False,True,False,False,79.45983606557377,11.507142857142856,True,False,False
1,0,0,0,56,1,0,1,0,1,0,0,0,0,52.7,3019.7,0,False,False,True,False,False,False,True,52.97719298245614,10.540000000000001,True,False,False
0,0,0,0,8,1,0,0,0,0,0,0,0,0,20.85,161.65,0,False,True,False,True,False,False,True,17.961111111111112,10.425,False,False,True
0,0,0,0,3,1,0,0,0,1,1,0,0,0,80.1,217.55,1,True,False,False,False,True,False,False,54.3875,20.025,False,False,True
0,0,1,0,49,1,1,0,0,0,0,0,0,1,52.15,2583.75,0,False,False,False,False,True,False,False,51.675,10.43,True,False,False
0,0,0,0,2,1,0,0,0,0,0,1,0,1,80.2,146.05,1,True,False,False,False,False,True,False,48.68333333333334,20.05,False,False,True
0,0,0,0,6,1,0,1,1,1,1,0,1,1,98.15,567.45,1,True,False,False,False,False,False,False,81.06428571428572,12.26875,False,False,True
1,0,0,0,70,1,1,1,1,1,1,1,1,1,114.95,7711.25,0,True,False,False,True,False,False,False,108.60915492957747,10.450000000000001,True,False,False
1,0,0,0,12,1,1,0,1,1,1,1,1,1,112.95,1384.75,1,True,False,False,False,False,False,True,106.51923076923077,11.295,False,False,True
1,1,1,0,52,1,0,1,0,1,1,1,1,1,104.45,5481.25,0,True,False,True,False,False,False,False,103.41981132075472,10.445,True,False,False
0,0,1,0,72,1,1,1,1,1,1,1,1,1,113.65,8124.2,0,True,False,False,True,True,False,False,111.2904109589041,10.331818181818182,True,False,False
0,0,0,0,40,1,0,0,0,0,0,0,0,1,20.6,827.3,0,False,True,False,True,False,False,False,20.178048780487803,6.866666666666667,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.9,70.9,1,True,False,False,False,False,False,True,35.45,35.45,False,False,True
0,1,0,0,3,1,0,0,0,1,0,1,0,1,86.85,220.95,1,True,False,False,False,False,True,False,55.2375,17.369999999999997,False,False,True
0,1,0,0,40,1,0,0,0,0,0,1,1,1,91.55,3673.6,0,True,False,False,False,False,True,False,89.6,18.31,False,True,False
1,0,0,1,1,1,0,0,0,1,0,0,0,1,49.85,49.85,0,False,False,False,False,False,True,False,24.925,8.308333333333334,False,False,True
1,0,1,0,30,1,0,0,0,0,0,0,0,0,19.8,576.65,0,False,True,True,False,True,False,False,18.601612903225806,4.95,False,True,False
1,0,1,1,23,1,0,1,0,0,1,1,1,1,99.85,2331.3,1,True,False,False,False,False,True,False,97.1375,9.985,False,False,False
1,0,1,1,1,1,1,0,0,0,0,0,0,1,74.5,74.5,1,True,False,False,False,False,True,False,37.25,10.642857142857142,False,False,True
0,1,1,0,44,1,1,0,0,1,1,1,1,0,104.15,4495.65,0,True,False,False,False,False,True,False,99.90333333333332,13.01875,False,True,False
1,0,0,0,65,1,1,0,1,1,1,1,1,1,109.15,6941.2,1,True,False,False,False,False,True,False,105.16969696969697,10.915000000000001,True,False,False
0,1,0,0,7,1,0,1,0,0,0,0,0,1,48.2,340.35,0,False,False,False,False,False,True,False,42.54375,12.05,False,False,True
1,1,0,0,72,1,1,0,0,0,0,0,0,1,25.1,1789.9,0,False,True,False,True,True,False,False,24.519178082191782,5.0200000000000005,True,False,False
0,1,0,0,8,1,1,0,0,0,1,1,1,1,100.15,908.55,0,True,False,False,False,True,False,False,100.94999999999999,14.307142857142859,False,False,True
0,0,0,0,16,1,1,0,0,1,0,0,1,1,65.2,1043.35,1,False,False,False,False,True,False,False,61.3735294117647,10.866666666666667,False,False,False
1,1,1,1,66,1,1,0,0,1,0,1,1,1,99.5,6822.15,1,True,False,False,False,True,False,False,101.82313432835821,9.95,True,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,71.55,71.55,1,True,False,False,False,False,False,True,35.775,17.8875,False,False,True
1,0,0,1,3,1,0,1,0,1,0,0,0,0,55.9,157.55,0,False,False,False,False,False,False,True,39.3875,9.316666666666666,False,False,True
1,0,1,0,53,1,1,1,0,1,0,0,1,0,93.9,5029.2,1,True,False,False,False,False,True,False,93.13333333333333,11.7375,True,False,False
1,1,1,0,8,1,0,0,0,1,1,0,1,1,64.4,581.7,0,False,False,False,False,True,False,False,64.63333333333334,8.05,False,False,True
1,1,1,0,69,1,1,0,1,1,1,1,1,1,108.4,7318.2,1,True,False,False,True,False,False,False,104.54571428571428,9.854545454545455,True,False,False
0,0,0,0,5,1,0,0,1,0,0,1,0,1,85.3,420.45,0,True,False,False,False,False,False,True,70.075,17.06,False,False,True
0,0,1,1,72,1,1,1,0,1,1,1,1,0,107.45,7576.7,0,True,False,False,True,False,False,True,103.7904109589041,10.745000000000001,True,False,False
0,0,1,0,13,0,0,0,0,1,0,1,1,1,48.75,633.4,1,False,False,False,False,False,False,False,45.24285714285714,8.125,False,False,False
0,0,0,0,4,1,1,0,0,0,0,1,0,1,85.65,321.65,1,True,False,False,False,False,True,False,64.33,17.130000000000003,False,False,True
0,0,1,1,54,1,1,1,1,1,1,1,1,0,91.3,4965.0,0,False,False,False,True,True,False,False,90.27272727272727,8.299999999999999,True,False,False
1,0,1,0,72,1,1,0,1,1,1,1,1,0,85.95,6151.9,0,False,False,False,True,False,False,False,84.27260273972603,8.595,True,False,False
1,0,0,0,12,1,1,0,1,1,0,1,1,1,106.7,1253.9,1,True,False,False,False,False,True,False,96.45384615384616,11.855555555555556,False,False,True
1,0,0,0,1,0,0,0,0,0,0,0,0,1,25.15,25.15,1,False,False,False,False,False,True,False,12.575,8.383333333333333,False,False,True
1,1,0,0,1,1,0,0,0,0,0,0,0,0,45.2,45.2,0,False,False,False,False,False,True,False,22.6,15.066666666666668,False,False,True
0,0,1,0,54,1,1,0,1,1,1,1,1,0,110.35,5893.15,1,True,False,True,False,False,True,False,107.14818181818181,12.261111111111111,True,False,False
1,0,1,1,69,1,1,0,0,1,0,0,0,1,79.2,5420.65,0,True,False,False,True,True,False,False,77.43785714285714,9.9,True,False,False
0,0,0,0,48,1,0,1,1,0,0,0,0,0,55.5,2627.35,0,False,False,False,True,True,False,False,53.61938775510204,13.875,False,True,False
0,0,1,1,48,1,1,1,1,0,0,1,1,1,103.25,5037.55,1,True,False,True,False,True,False,False,102.80714285714286,10.325,False,True,False
0,0,1,0,8,1,1,0,0,0,1,0,1,1,90.25,743.75,0,True,False,False,False,False,True,False,82.63888888888889,12.892857142857142,False,False,True
1,0,1,1,71,1,1,1,1,1,1,1,1,1,91.25,6589.6,0,False,False,False,True,False,False,True,91.52222222222223,7.019230769230769,True,False,False
1,0,0,0,2,1,0,1,0,0,0,0,0,1,47.8,92.45,1,False,False,False,False,False,True,False,30.816666666666666,9.559999999999999,False,False,True
1,0,1,0,67,1,0,1,1,0,0,1,1,1,100.9,6733.15,0,True,False,True,False,True,False,False,99.01691176470588,11.211111111111112,True,False,False
1,0,1,1,34,1,1,0,1,0,0,1,1,1,97.7,3410.0,0,True,False,False,False,False,False,False,97.42857142857143,9.77,False,True,False
0,0,0,0,3,1,0,0,0,0,0,0,0,1,69.85,199.85,0,True,False,False,False,False,True,False,49.9625,23.28333333333333,False,False,True
0,0,1,1,9,1,0,0,1,0,1,1,0,1,65.6,593.3,0,False,False,True,False,False,False,True,59.33,8.2,False,False,True
1,0,1,1,71,1,0,1,1,1,0,1,1,1,104.65,7288.4,0,True,False,True,False,False,False,False,101.22777777777777,9.513636363636364,True,False,False
1,0,0,0,57,1,1,0,0,0,1,1,0,1,90.45,5229.8,0,True,False,False,True,True,False,False,90.16896551724139,12.921428571428573,True,False,False
1,0,0,0,72,0,0,1,1,1,1,1,1,1,63.7,4464.8,0,False,False,False,True,False,False,False,61.16164383561644,7.077777777777778,True,False,False
0,1,1,1,48,1,0,1,0,1,1,1,1,1,104.5,5068.05,0,True,False,False,False,False,True,False,103.4295918367347,10.45,False,True,False
1,0,0,0,18,1,0,0,0,0,0,0,0,0,20.1,401.85,0,False,True,True,False,False,False,True,21.150000000000002,6.7,False,False,False
1,0,1,1,43,1,1,0,0,1,1,1,1,1,104.3,4451.85,0,True,False,True,False,True,False,False,101.1784090909091,9.481818181818182,False,True,False
0,0,1,1,72,1,1,1,1,1,1,1,1,1,93.25,6688.95,0,False,False,False,True,False,False,False,91.62945205479451,7.770833333333333,True,False,False
1,0,1,1,35,1,1,0,0,0,1,1,1,1,73.45,2661.1,0,False,False,True,False,False,False,False,73.91944444444444,7.345000000000001,False,True,False
1,0,0,0,4,1,0,0,0,0,0,0,0,0,20.7,73.05,0,False,True,False,False,False,False,True,14.61,6.8999999999999995,False,False,True
0,0,1,1,49,1,1,0,0,0,0,0,0,0,25.25,1211.65,0,False,True,False,True,False,False,True,24.233,5.05,True,False,False
0,0,1,1,71,1,1,1,1,1,0,1,0,0,100.5,7030.65,0,True,False,False,True,False,False,False,97.64791666666666,11.166666666666666,True,False,False
1,0,1,1,11,1,0,0,0,0,0,1,1,0,90.6,1020.2,0,True,False,False,False,False,True,False,85.01666666666667,12.942857142857141,False,False,True
1,0,1,1,63,1,1,1,1,1,1,1,1,1,89.4,5597.65,0,False,False,False,True,True,False,False,87.46328125,6.876923076923077,True,False,False
0,1,0,0,65,1,1,0,1,1,0,1,0,1,95.45,6223.3,0,True,False,False,False,False,False,False,94.29242424242425,13.635714285714286,True,False,False
0,0,0,1,49,1,0,0,0,0,0,0,0,0,20.45,1024.65,0,False,True,False,True,True,False,False,20.493000000000002,6.816666666666666,True,False,False
0,0,0,0,29,1,1,0,0,1,0,1,1,1,98.6,2933.2,1,True,False,False,False,True,False,False,97.77333333333333,14.085714285714285,False,True,False
0,1,1,0,15,1,1,0,0,1,1,0,0,1,83.05,1258.3,1,True,False,False,False,False,True,False,78.64375,11.864285714285714,False,False,False
0,0,1,1,4,1,0,0,0,0,0,0,0,1,19.95,82.9,0,False,True,False,False,False,True,False,16.580000000000002,3.9899999999999998,False,False,True
0,0,1,0,72,1,1,0,1,1,1,1,1,0,109.15,7789.6,0,True,False,True,False,True,False,False,106.7068493150685,12.127777777777778,True,False,False
0,1,1,0,26,1,0,0,0,1,0,1,0,1,85.7,2067.0,0,True,False,False,False,True,False,False,76.55555555555556,14.283333333333333,False,True,False
0,1,1,0,35,1,1,0,0,1,0,1,1,0,102.05,3452.55,0,True,False,False,False,False,False,False,95.90416666666667,14.578571428571427,False,True,False
0,0,0,0,57,1,1,0,1,0,1,0,1,0,94.7,5468.95,0,True,False,True,False,False,True,False,94.29224137931034,15.783333333333333,True,False,False
1,0,1,1,28,1,1,0,1,0,0,0,1,0,64.4,1802.15,0,False,False,False,False,False,True,False,62.143103448275866,8.05,False,True,False
0,0,1,0,25,1,1,0,0,0,0,0,0,1,26.8,733.55,0,False,True,True,False,False,False,True,28.213461538461537,5.36,False,True,False
0,0,1,0,47,1,0,1,0,1,0,1,0,1,66.05,3021.45,0,False,False,True,False,True,False,False,62.946875,9.435714285714285,False,True,False
0,0,1,1,57,1,1,1,1,0,1,0,0,0,65.2,3687.85,0,False,False,False,False,False,False,False,63.58362068965517,8.15,True,False,False
1,1,1,0,16,1,1,0,0,0,0,1,0,1,85.05,1391.15,0,True,False,False,False,True,False,False,81.83235294117648,12.15,False,False,False
1,0,0,0,5,1,0,1,0,1,0,0,0,1,55.8,274.35,0,False,False,False,False,False,False,True,45.725,9.299999999999999,False,False,True
1,0,1,0,17,1,0,0,0,0,0,0,0,1,70.4,1214.05,1,True,False,False,False,False,False,False,67.44722222222222,14.080000000000002,False,False,False
0,1,0,0,56,1,1,0,1,1,0,1,1,1,104.75,5510.65,1,True,False,True,False,False,False,False,96.67807017543859,13.09375,True,False,False
1,0,1,1,72,1,0,0,0,0,0,0,0,0,19.95,1322.85,0,False,True,False,True,False,False,False,18.121232876712327,3.9899999999999998,True,False,False
0,1,0,0,21,1,1,0,0,0,0,1,1,1,94.25,1973.75,1,True,False,False,False,False,True,False,89.7159090909091,15.708333333333334,False,False,False
0,0,1,1,48,0,0,1,0,1,0,0,1,0,45.0,2196.3,0,False,False,True,False,True,False,False,44.82244897959184,7.5,False,True,False
0,0,1,0,68,1,1,1,1,1,1,1,1,0,114.9,7843.55,0,True,False,False,True,False,False,False,113.67463768115942,11.49,True,False,False
0,0,0,0,30,1,1,1,0,0,1,1,1,0,106.4,3211.9,0,True,False,False,False,False,False,False,103.60967741935484,15.200000000000001,False,True,False
0,0,1,0,3,1,0,0,0,0,0,0,0,1,46.1,130.15,0,False,False,False,False,False,False,True,32.5375,11.525,False,False,True
0,1,0,0,14,0,0,1,0,1,1,0,0,0,39.7,692.35,0,False,False,False,True,False,False,True,46.156666666666666,9.925,False,False,False
0,0,0,1,4,1,0,0,0,0,0,0,0,1,20.05,85.5,0,False,True,False,False,False,False,False,17.1,5.0125,False,False,True
0,0,1,1,71,1,1,0,1,1,0,0,1,1,95.75,6849.4,0,True,False,False,True,True,False,False,95.13055555555555,10.63888888888889,True,False,False
1,0,1,1,8,1,1,0,0,0,0,0,0,0,24.4,203.95,0,False,True,True,False,False,False,True,22.66111111111111,4.066666666666666,False,False,True
1,0,1,1,61,0,0,1,0,1,0,0,0,0,33.6,2117.2,0,False,False,False,False,False,False,False,34.148387096774194,5.6000000000000005,True,False,False
1,0,1,1,72,1,1,0,1,1,1,0,0,0,90.45,6565.85,0,True,False,False,True,False,False,False,89.94315068493151,10.05,True,False,False
0,0,0,0,5,1,1,0,0,0,0,1,0,1,84.0,424.75,0,True,False,False,False,False,True,False,70.79166666666667,16.8,False,False,True
